FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
95,BC-2023-2023-K52813,BC, ,2023-K52813,UPPER PARK RILL C...,49.301400000000001,-119.709100000000010,2023,8,18,2023-08-18 00:00:00,,2023-10-26 00:00:00,2043.800000000000000,H,H,Fire,FUL, , ,Upper Park Rill Creek, , ,2024-05-06 00:00:00
133,BC-2023-2023-C50100,BC, ,2023-C50100,DRIPPING WATER,52.035100000000000,-123.177000000000010,2023,4,27,2023-04-27 00:00:00,,2023-05-29 00:00:00,209.000000000000000,H,H,Fire,FUL, , ,E of Dripping Water Road, , ,2024-05-06 00:00:00
193,BC-2023-2023-G30210,BC, ,2023-G30210,Teare Creek,53.288400000000003,-120.070500000000000,2023,5,4,2023-05-04 00:00:00,,2023-08-09 00:00:00,1100.000000000000000,H,H,Fire,FUL, , ,Teare Creek, , ,2024-05-06 00:00:00
206,BC-2023-2023-C30675,BC, ,2023-C30675,ELBOW LAKE,52.254800000000003,-120.835200000000000,2023,6,8,2023-06-08 00:00:00,,2023-07-04 00:00:00,226.000000000000000,H,H,Fire,FUL, , ,1.1km NW of Elbow Lake, , ,2024-05-06 00:00:00
329,BC-2023-2023-V11152,BC, ,2023-V11152,DAVIS LAKE,49.311500000000002,-122.243799999999990,2023,7,4,2023-07-04 00:00:00,,2023-10-27 00:00:00,215.000000000000000,H,H,Fire,MOD, , ,0.5 km N Davis Lake - MODIFIED RESPONSE, , ,2024-05-06 00:00:00
330,BC-2023-2023-V10588,BC, ,2023-V10588,CHEHALIS RIVER,49.483699999999999,-121.988699999999990,2023,6,3,2023-06-03 00:00:00,,2023-11-27 00:00:00,767.200000000000050,H,H,Fire,MOD, , ,E of Chehalis River, , ,2024-05-06 00:00:00
444,BC-2023-2023-G80220,BC, ,2023-G80220,Boundary Lake,56.271000000000001,-119.934100000000000,2023,5,1,2023-05-01 00:00:00,,2023-10-11 00:00:00,6422.170000000000100,H,H,Fire,FUL, , ,Boundary Lake, , ,2024-05-06 00:00:00
462,BC-2023-2023-G80175,BC, ,2023-G80175,Cameron River,56.531900000000000,-121.924600000000000,2023,5,1,2023-05-01 00:00:00,,2023-10-05 00:00:00,385.000000000000000,H,H,Fire,FUL, , ,West of Cameron River, , ,2024-05-06 00:00:00
530,BC-2023-2023-K22757,BC, ,2023-K22757, ,51.462299999999999,-119.700800000000000,2023,7,17,2023-07-17 00:00:00,,2023-10-20 00:00:00,1771.900000000000100,N,N,Fire,MOD, , ,North Saskum Lake, , ,2024-05-06 00:00:00
539,BC-2023-2023-C11290,BC, ,2023-C11290,Townsend Creek,52.813800000000001,-122.934500000000000,2023,7,7,2023-07-07 00:00:00,,2024-01-09 00:00:00,2784.699999999999800,N,N,Fire,FUL, , ,2.5km E of Margaret Lake, , ,2024-05-06 00:00:00
541,BC-2023-2023-V51696,BC, ,2023-V51696,HOMATHKO RIVER,51.167900000000003,-125.017000000000000,2023,7,13,2023-07-13 00:00:00,,2023-11-14 00:00:00,238.000000000000000,N,N,Fire,MON, , ,Landmark Mountain, , ,2024-05-06 00:00:00
542,BC-2023-2023-G91494,BC, ,2023-G91494,2023 Holdover G91494,59.805100000000003,-121.785400000000000,2023,7,10,2023-07-10 00:00:00,,,6996.399999999999600,N,N,Fire,MON, , ,Petitot River, , ,2024-05-06 00:00:00
548,BC-2023-2023-G90776,BC, ,2023-G90776,2023 Holdover G90776,58.222600000000000,-123.884700000000000,2023,6,9,2023-06-09 00:00:00,,,804.460000000000040,N,N,Fire,MON, , ,5km North of Beckman Creek, , ,2024-05-06 00:00:00
552,BC-2023-2023-C11243,BC, ,2023-C11243,Branch Road,53.041899999999998,-123.406700000000000,2023,7,7,2023-07-07 00:00:00,,2023-08-05 00:00:00,1297.599999999999900,N,N,Fire,FUL, , ,W of 7 Branch Road, , ,2024-05-06 00:00:00
556,BC-2023-2023-G51474,BC, ,2023-G51474,2023 Holdover G51474,54.735300000000002,-125.175299999999990,2023,7,8,2023-07-08 00:00:00,,,1503.400000000000100,N,N,Fire,FUL, , ,West Creek, , ,2024-05-06 00:00:00
557,BC-2023-2023-V52804,BC, ,2023-V52804,TOBA RIVER,50.669300000000000,-123.988800000000000,2023,8,16,2023-08-16 00:00:00,,2023-11-14 00:00:00,302.000000000000000,N,N,Fire,MON, , ,NW of Toba River - MONITOR ONLY, , ,2024-05-06 00:00:00
562,BC-2023-2023-G91467,BC, ,2023-G91467,2023 Holdover G91467,59.283900000000003,-122.149500000000000,2023,7,9,2023-07-09 00:00:00,,,888.009999999999990,N,N,Fire,MON, , ,Shush Creek, , ,2024-05-06 00:00:00
566,BC-2023-2023-G41158,BC, ,2023-G41158,2023 Holdover Gatcho Lake,52.957099999999997,-125.672000000000000,2023,7,6,2023-07-06 00:00:00,,,21926.500000000000000,N,N,Fire,MOD, , ,1.5km SE of Gatcho Lake, , ,2024-05-06 00:00:00
569,BC-2023-2023-R31512,BC, ,2023-R31512,JOHN BROWN CREEK,55.010399999999997,-127.447599999999990,2023,7,10,2023-07-10 00:00:00,,2023-12-11 00:00:00,556.130000000000000,N,N,Fire,MOD, , ,John Brown Creek, , ,2024-05-06 00:00:00
575,BC-2023-2023-G92947,BC, ,2023-G92947,2023 Holdover G92947,59.226900000000001,-128.059100000000000,2023,8,25,2023-08-25 00:00:00,,,7301.750000000000000,N,N,Fire,MON, , ,Davie Creek, , ,2024-05-06 00:00:00
581,BC-2023-2023-G41560,BC, ,2023-G41560,2023 Holdover G41560,53.454099999999997,-124.205100000000000,2023,7,11,2023-07-11 00:00:00,,,1144.300000000000000,N,N,Fire,MOD, , ,Turff Lake, , ,2024-05-06 00:00:00
583,BC-2023-2023-N12046,BC, ,2023-N12046,Lladnar Creek,49.712800000000001,-114.920800000000000,2023,7,21,2023-07-21 00:00:00,,2023-10-25 00:00:00,1295.000000000000000,N,N,Fire,FUL, , ,Lladnar Creek, , ,2024-05-06 00:00:00
585,BC-2023-2023-C11499,BC, ,2023-C11499,Teepee Lake,53.166100000000000,-123.712599999999990,2023,7,9,2023-07-09 00:00:00,,2023-09-05 00:00:00,7864.000000000000000,N,N,Fire,FUL, , ,4.3km SE Teepee Lake, , ,2024-05-06 00:00:00
586,BC-2023-2023-G90709,BC, ,2023-G90709,2023 Holdover Ittsi Creek,59.826500000000003,-123.551900000000000,2023,6,4,2023-06-04 00:00:00,,,37793.900000000001000,N,N,Fire,MOD, , ,Ittsi Creek, , ,2024-05-06 00:00:00
590,BC-2023-2023-G41502,BC, ,2023-G41502,2023 Holdover North Lucas Lake,53.568199999999997,-125.245300000000000,2023,7,10,2023-07-10 00:00:00,,,34853.599999999999000,N,N,Fire,FUL, , ,North Lucas Lake, , ,2024-05-06 00:00:00
593,BC-2023-2023-G41493,BC, ,2023-G41493,2023 Holdover Davidson Creek,53.225200000000001,-124.906400000000000,2023,7,10,2023-07-10 00:00:00,,,4878.800000000000200,N,N,Fire,MOD, , ,Davidson Creek, , ,2024-05-06 00:00:00
613,BC-2023-2023-C11437,BC, ,2023-C11437,Pelican Lake,53.295999999999999,-123.668600000000000,2023,7,9,2023-07-09 00:00:00,,2023-09-05 00:00:00,4422.100000000000400,N,N,Fire,FUL, , ,2.5km N of Pelican Lake, , ,2024-05-06 00:00:00
617,BC-2023-2023-G90288,BC, ,2023-G90288,2023 Holdover G90288,59.963600000000000,-120.986600000000000,2023,5,11,2023-05-11 00:00:00,,,290073.320000000010000,N,N,Fire,MOD, , ,Hossitl Creek, , ,2024-05-06 00:00:00
620,BC-2023-2023-C40384,BC, ,2023-C40384,EMERALD LAKE,51.636600000000001,-121.925700000000010,2023,5,17,2023-05-17 00:00:00,,2023-06-15 00:00:00,536.000000000000000,N,N,Fire,FUL, , ,5.3km S of Emerald Lake, , ,2024-05-06 00:00:00
621,BC-2023-2023-G92940,BC, ,2023-G92940,2023 Holdover G92940,59.283799999999999,-121.890100000000000,2023,8,24,2023-08-24 00:00:00,,,71002.699999999997000,N,N,Fire, , , ,2km West of tommy creek, , ,2024-05-06 00:00:00
623,BC-2023-2023-N12546,BC, ,2023-N12546,Mount Bingay,50.161700000000003,-114.995000000000000,2023,8,6,2023-08-06 00:00:00,,2023-10-25 00:00:00,2512.000000000000000,N,N,Fire,MOD, , ,Mount Bingay, , ,2024-05-06 00:00:00
649,BC-2023-2023-VA1335,BC, ,2023-VA1335,DEAN RIVER,52.819099999999999,-126.649400000000000,2023,7,8,2023-07-08 00:00:00,,2023-11-10 00:00:00,2337.599999999999900,N,N,Fire,MOD, , ,Dean River, , ,2024-05-06 00:00:00
651,BC-2023-2023-G73406,BC, ,2023-G73406,2023 Holdover Mount Wartenbe,55.631900000000002,-121.427600000000000,2023,9,13,2023-09-13 00:00:00,,,1246.000000000000000,N,N,Fire,FUL, , ,Mount Wartenbe, , ,2024-05-06 00:00:00
666,BC-2023-2023-C51571,BC, ,2023-C51571,ANAHIM PEAK,52.772799999999997,-125.580200000000000,2023,7,11,2023-07-11 00:00:00,,2024-01-17 00:00:00,3350.000000000000000,N,N,Fire,FUL, , ,NE of Anahim Peak, , ,2024-05-06 00:00:00
667,BC-2023-2023-G41569,BC, ,2023-G41569,2023 Holdover G41569,53.674999999999997,-124.333699999999990,2023,7,11,2023-07-11 00:00:00,,,801.100000000000020,N,N,Fire,FUL, , ,Nulki Hills, , ,2024-05-06 00:00:00
671,BC-2023-2023-G91355,BC, ,2023-G91355,2023 Holdover G91355,59.668999999999997,-122.625000000000000,2023,6,28,2023-06-28 00:00:00,,,350.000000000000000,N,N,Fire,MON, , ,Tight Fit Lake, , ,2024-05-06 00:00:00
672,BC-2023-2023-G50872,BC, ,2023-G50872,2023 Holdover Klawli Lake,55.301400000000001,-124.840999999999990,2023,6,24,2023-06-24 00:00:00,,,17333.799999999999000,N,N,Fire,FUL, , ,Klawli River, , ,2024-05-06 00:00:00
675,BC-2023-2023-G90273,BC, ,2023-G90273,2023 Holdover Klua Lakes,58.061700000000002,-121.912200000000000,2023,5,11,2023-05-11 00:00:00,,,42838.500000000000000,N,N,Fire,MON, , ,Klua Lakes, , ,2024-05-06 00:00:00
684,BC-2023-2023-G41466,BC, ,2023-G41466,2023 Holdover G41466,53.658999999999999,-123.784300000000000,2023,7,9,2023-07-09 00:00:00,,,262.000000000000000,N,N,Fire,MON, , ,3nm SW of Tasa Lake, , ,2024-05-06 00:00:00
686,BC-2023-2023-C11892,BC, ,2023-C11892,IRENE LAKE,52.911900000000003,-125.436200000000000,2023,7,17,2023-07-17 00:00:00,,2023-08-28 00:00:00,341.899999999999980,N,N,Fire,FUL, , ,S of Tilgatgo Lake, , ,2024-05-06 00:00:00
695,BC-2023-2023-G50856,BC, ,2023-G50856,2023 Holdover Katsberg Creek,55.879800000000003,-126.401400000000000,2023,6,23,2023-06-23 00:00:00,,,5712.699999999999800,N,N,Fire,FUL, , ,2KM E of Driftwood Creek, , ,2024-05-06 00:00:00
716,BC-2023-2023-G50912,BC, ,2023-G50912,2023 Holdover Driftwood River,55.769300000000001,-126.375500000000000,2023,6,25,2023-06-25 00:00:00,,,816.899999999999980,N,N,Fire,FUL, , ,Driftwood River, , ,2024-05-06 00:00:00
721,BC-2023-2023-G93120,BC, ,2023-G93120,2023 Holdover G93120,58.759599999999999,-127.710500000000000,2023,9,1,2023-09-01 00:00:00,,,700.000000000000000,N,N,Fire,MON, , ,Boreal Lake, , ,2024-05-06 00:00:00
723,BC-2023-2023-G90292,BC, ,2023-G90292,2023 Holdover G90292,58.051699999999997,-123.325200000000000,2023,5,11,2023-05-11 00:00:00,,,21056.000000000000000,N,N,Fire,MON, , ,Muskwa River, , ,2024-05-06 00:00:00
725,BC-2023-2023-G51279,BC, ,2023-G51279,2023 Holdover Great Beaver Lake,54.421900000000001,-123.649199999999990,2023,7,8,2023-07-08 00:00:00,,,48396.300000000003000,N,N,Fire,FUL, , ,Great Beaver Lake, , ,2024-05-06 00:00:00
728,BC-2023-2023-G70645,BC, ,2023-G70645,2023 Holdover W Kiskatinaw River,55.154100000000000,-120.669700000000010,2023,6,6,2023-06-06 00:00:00,,,25095.000000000000000,N,N,Fire,FUL, , ,West Kiskatinaw River, , ,2024-05-06 00:00:00
735,BC-2023-2023-G91534,BC, ,2023-G91534,2023 Holdover G91534,59.427199999999999,-121.030600000000010,2023,7,10,2023-07-10 00:00:00,,,32257.200000000001000,N,N,Fire,MON, , ,Sahdoanah Creek, , ,2024-05-06 00:00:00
737,BC-2023-2023-C11405,BC, ,2023-C11405,CORKSCREW CREEK,52.740000000000002,-125.035900000000000,2023,7,9,2023-07-09 00:00:00,,2023-08-28 00:00:00,1282.000000000000000,N,N,Fire,FUL, , ,2.4km NW Corkscrew Creek, , ,2024-05-06 00:00:00
764,BC-2023-2023-V11256,BC, ,2023-V11256,YOLA CREEK,49.208799999999997,-121.383000000000000,2023,7,7,2023-07-07 00:00:00,,2023-10-27 00:00:00,805.000000000000000,N,N,Fire,MOD, , ,Yola Creek - MODIFIED RESPONSE, , ,2024-05-06 00:00:00
778,BC-2023-2023-R31465,BC, ,2023-R31465,NILKITKWA,55.386699999999998,-126.721500000000010,2023,7,9,2023-07-09 00:00:00,,2023-11-21 00:00:00,639.000000000000000,N,N,Fire,FUL, , ,3mi SW Nilkitkwa Dam, , ,2024-05-06 00:00:00
783,BC-2023-2023-R31391,BC, ,2023-R31391,480 ROAD,55.638599999999997,-126.733999999999990,2023,7,8,2023-07-08 00:00:00,,2023-11-21 00:00:00,3030.000000000000000,U,U,Fire,MOD, , ,5km SE of Mount Horetzky, , ,2024-05-06 00:00:00
804,BC-2023-2023-G41422,BC, ,2023-G41422,NITHI MOUNTAIN,53.982900000000001,-124.825700000000000,2023,7,9,2023-07-09 00:00:00,,2023-09-16 00:00:00,736.600000000000020,N,N,Fire,FUL, , ,Nithi Mountain, , ,2024-05-06 00:00:00
807,BC-2023-2023-R51245,BC, ,2023-R51245,KILDALA ARM,53.853800000000000,-128.593500000000010,2023,7,7,2023-07-07 00:00:00,,2023-12-19 00:00:00,200.000000000000000,N,N,Fire,MOD, , ,2km W of Atkins Bay, , ,2024-05-06 00:00:00
815,BC-2023-2023-G92594,BC, ,2023-G92594,2023 Holdover G92594,59.937399999999997,-127.762000000000000,2023,8,7,2023-08-07 00:00:00,,,316.500000000000000,N,N,Fire, , , ,Liard river, , ,2024-05-06 00:00:00
825,BC-2023-2023-G90565,BC, ,2023-G90565,2023 Holdover G90565,57.913200000000003,-123.931200000000000,2023,6,2,2023-06-02 00:00:00,,,208.000000000000000,N,N,Fire,MON, , ,N of Muskwa River, , ,2024-05-06 00:00:00
832,BC-2023-2023-C12135,BC, ,2023-C12135,BURGESS CREEK,52.609400000000001,-122.249799999999990,2023,7,21,2023-07-21 00:00:00,,2023-09-12 00:00:00,270.000000000000000,N,N,Fire,FUL, , ,N of Gibraltar Mines, , ,2024-05-06 00:00:00
837,BC-2023-2023-G41511,BC, ,2023-G41511,2023 Holdover Greer Creek,53.775500000000001,-124.425600000000000,2023,7,10,2023-07-10 00:00:00,,,4767.800000000000200,N,N,Fire,FUL, , ,Greer Creek, , ,2024-05-06 00:00:00
838,BC-2023-2023-K21379,BC, ,2023-K21379, ,52.106000000000002,-120.034600000000000,2023,7,7,2023-07-07 00:00:00,,2023-09-27 00:00:00,2407.139999999999900,N,N,Fire,MOD, , ,Pillpill Range, , ,2024-05-06 00:00:00
844,BC-2023-2023-G70644,BC, ,2023-G70644,2023 Holdover Peavine Creek,55.379199999999997,-120.082700000000000,2023,6,6,2023-06-06 00:00:00,,,4427.000000000000000,N,N,Fire,FUL, , ,Peavine Creek, , ,2024-05-06 00:00:00
845,BC-2023-2023-R41659,BC, ,2023-R41659,R41659,55.730300000000000,-127.270200000000000,2023,7,12,2023-07-12 00:00:00,,2023-11-21 00:00:00,278.100000000000020,U,U,Fire,MOD, , ,Shelagyote River, , ,2024-05-06 00:00:00
848,BC-2023-2023-K21384,BC, ,2023-K21384,Kostel Cone,52.145800000000001,-119.961900000000000,2023,7,7,2023-07-07 00:00:00,,2023-10-20 00:00:00,20745.000000000000000,N,N,Fire,MOD, , ,Kostel Cone, , ,2024-05-06 00:00:00
849,BC-2023-2023-G51411,BC, ,2023-G51411,2023 HOldover Albert Lake,55.328800000000001,-125.351400000000000,2023,7,9,2023-07-09 00:00:00,,,451.600000000000020,N,N,Fire,FUL, , ,Albert Lake, , ,2024-05-06 00:00:00
852,BC-2023-2023-G91313,BC, ,2023-G91313,2023 Holdover G91313,58.671999999999997,-121.642700000000000,2023,6,28,2023-06-28 00:00:00,,,74685.699999999997000,N,N,Fire,MON, , ,Nogah Creek, , ,2024-05-06 00:00:00
856,BC-2023-2023-G51344,BC, ,2023-G51344,2023 Holdover Ocock Lake,54.748500000000000,-123.870800000000000,2023,7,8,2023-07-08 00:00:00,,,5219.600000000000400,N,N,Fire,MON, , ,8 KM East of Salmon Lake, , ,2024-05-06 00:00:00
857,BC-2023-2023-G90628,BC, ,2023-G90628,2023 Holdover G90628,58.502099999999999,-120.411800000000000,2023,6,4,2023-06-04 00:00:00,,,173353.100000000010000,N,N,Fire,MON, , ,Hay River, , ,2024-05-06 00:00:00
858,BC-2023-2023-G91739,BC, ,2023-G91739,2023 Holdover G91739,59.420299999999997,-123.655600000000010,2023,7,15,2023-07-15 00:00:00,,,33425.599999999999000,N,N,Fire,MON, , ,Patry Creek, , ,2024-05-06 00:00:00
865,BC-2023-2023-C31143,BC, ,2023-C31143,C31143,52.690300000000001,-121.363800000000000,2023,7,5,2023-07-05 00:00:00,,2023-12-12 00:00:00,308.000000000000000,N,N,Fire,MOD, , ,Modified Response: 6.6km S of Cariboo Lake, , ,2024-05-06 00:00:00
872,BC-2023-2023-V53075,BC, ,2023-V53075,KLITE RIVER,50.532200000000003,-124.339600000000000,2023,8,29,2023-08-29 00:00:00,,2023-11-14 00:00:00,262.000000000000000,N,N,Fire,MON, , ,W Klite River, , ,2024-05-06 00:00:00
884,BC-2023-2023-G30612,BC, ,2023-G30612,G30612,52.373899999999999,-119.328400000000000,2023,5,18,2023-05-18 00:00:00,,2023-08-09 00:00:00,277.000000000000000,N,N,Fire,FUL, , ,Lempiere Creek, , ,2024-05-06 00:00:00
914,BC-2023-2023-C51974,BC, ,2023-C51974,BULL CANYON PARK,52.061199999999999,-123.491500000000000,2023,7,20,2023-07-20 00:00:00,,2023-11-06 00:00:00,1306.000000000000000,N,N,Fire,FUL, , ,2.3km SE of Chilko River, , ,2024-05-06 00:00:00
922,BC-2023-2023-G52955,BC, ,2023-G52955,2023 Holdover Bivouac Creek,55.055199999999999,-125.641000000000010,2023,8,26,2023-08-26 00:00:00,,,1590.599999999999900,N,N,Fire, , , ,Bivouac Creek, , ,2024-05-06 00:00:00
923,BC-2023-2023-N40596,BC, ,2023-N40596,N40596 Soards Creek,52.045099999999998,-118.702100000000000,2023,5,20,2023-05-20 00:00:00,,2023-10-19 00:00:00,1160.000000000000000,N,N,Fire,MOD, , ,Soards Creek, , ,2024-05-06 00:00:00
931,BC-2023-2023-C51562,BC, ,2023-C51562,SATAH MOUNTAIN,52.547100000000000,-124.739800000000000,2023,7,7,2023-07-07 00:00:00,,2023-11-06 00:00:00,6651.899999999999600,N,N,Fire,MOD, , ,N of Satah Mountain, , ,2024-05-06 00:00:00
935,BC-2023-2023-N42102,BC, ,2023-N42102,Castle Mountain,51.010599999999997,-116.374600000000000,2023,7,21,2023-07-21 00:00:00,,2023-10-19 00:00:00,449.000000000000000,N,N,Fire,MOD, , ,Castle Mountain, , ,2024-05-06 00:00:00
948,BC-2023-2023-K20469,BC, ,2023-K20469,MURTLE LAKE,52.138100000000001,-119.569400000000000,2023,5,17,2023-05-17 00:00:00,,2023-09-07 00:00:00,1711.609999999999900,N,N,Fire,MON, , ,Murtle Lake, , ,2024-05-06 00:00:00
964,BC-2023-2023-K21382,BC, ,2023-K21382, ,52.147199999999998,-120.025600000000000,2023,7,8,2023-07-08 00:00:00,,2023-07-13 00:00:00,350.000000000000000,N,N,Fire,MOD, , ,Majerus Lake, , ,2024-05-06 00:00:00
965,BC-2023-2023-C52978,BC, ,2023-C52978,HELL RAVING CREEK,51.581099999999999,-125.082400000000010,2023,8,27,2023-08-27 00:00:00,,2024-01-17 00:00:00,16842.000000000000000,N,N,Fire, , , ,S of Twist Creek, , ,2024-05-06 00:00:00
973,BC-2023-2023-K22024,BC, ,2023-K22024,Rossmoore Lake,50.448399999999999,-120.400899999999990,2023,7,20,2023-07-20 00:00:00,,2023-10-26 00:00:00,11382.000000000000000,N,N,Fire,FUL, , ,Rossmoore Lake, , ,2024-05-06 00:00:00
976,BC-2023-2023-K21620,BC, ,2023-K21620,LOWER EAST ADAMS ...,51.011400000000002,-119.696800000000000,2023,7,12,2023-07-12 00:00:00,,2023-08-19 00:00:00,10004.900000000000000,N,N,Fire,FUL, , ,Lower East Adams Lake, , ,2024-05-06 00:00:00
984,BC-2023-2023-R51555,BC, ,2023-R51555,BIG CEDAR,54.949399999999997,-128.851300000000010,2023,7,7,2023-07-07 00:00:00,,2023-12-19 00:00:00,230.000000000000000,N,N,Fire,FUL, , ,Sterling Mountain, , ,2024-05-06 00:00:00
1006,BC-2023-2023-C53189,BC, ,2023-C53189,C53189,51.680799999999998,-124.994000000000000,2023,8,28,2023-08-28 00:00:00,,2023-09-16 00:00:00,200.000000000000000,N,N,Fire,FUL, , ,W of Hell Raving Creek, , ,2024-05-06 00:00:00
1009,BC-2023-2023-R31585,BC, ,2023-R31585,HOLLAND LAKE,55.076099999999997,-126.766200000000000,2023,7,9,2023-07-09 00:00:00,,2023-11-21 00:00:00,520.000000000000000,N,N,Fire,MOD, , ,Chapman FSR, , ,2024-05-06 00:00:00
1019,BC-2023-2023-G41307,BC, ,2023-G41307,2023 Holdover Tatuk Lake,53.591000000000001,-124.152300000000000,2023,7,8,2023-07-08 00:00:00,,,44641.699999999997000,N,N,Fire,FUL, , ,Tatuk Lake, , ,2024-05-06 00:00:00
1045,BC-2023-2023-G12002,BC, ,2023-G12002,North Minsinka River,54.609000000000002,-121.795199999999990,2023,7,20,2023-07-20 00:00:00,,2023-11-14 00:00:00,351.699999999999990,N,N,Fire,MON, , ,North Minsinka River, , ,2024-05-06 00:00:00
1047,BC-2023-2023-N42228,BC, ,2023-N42228,Birchlands Creek,51.200299999999999,-116.754200000000000,2023,7,21,2023-07-21 00:00:00,,2023-10-19 00:00:00,284.000000000000000,N,N,Fire,MOD, , ,Birchlands Creek, , ,2024-05-06 00:00:00
1051,BC-2023-2023-N42216,BC, ,2023-N42216, ,51.713900000000002,-118.182900000000000,2023,7,10,2023-07-10 00:00:00,,2023-10-19 00:00:00,303.000000000000000,N,N,Fire,MOD, , ,Norman Woods Creek, , ,2024-05-06 00:00:00
1079,BC-2023-2023-N42074,BC, ,2023-N42074,Hiren Creek,51.096100000000000,-118.431400000000000,2023,7,17,2023-07-17 00:00:00,,2023-10-19 00:00:00,1265.300000000000000,N,N,Fire,MON, , ,Hiren Creek, , ,2024-05-06 00:00:00
1086,BC-2023-2023-K21633,BC, ,2023-K21633,Bush Creek East,51.003500000000003,-119.825500000000010,2023,7,12,2023-07-12 00:00:00,,2023-12-13 00:00:00,45613.000000000000000,N,N,Fire,FUL, , ,Bush Creek East, , ,2024-05-06 00:00:00
1123,BC-2023-2023-G32441,BC, ,2023-G32441,Thunder Drainage,52.277000000000001,-119.374000000000000,2023,7,25,2023-07-25 00:00:00,,2023-10-24 00:00:00,231.000000000000000,N,N,Fire,MOD, , ,Thunder River, , ,2024-05-06 00:00:00
1128,BC-2023-2023-R90877,BC, ,2023-R90877,Tomias Mountain,57.480100000000000,-127.652000000000000,2023,6,23,2023-06-23 00:00:00,,2023-11-21 00:00:00,14460.070000000000000,N,N,Fire,MOD, , ,SE corner of Spatsizi Plateau Wilderness Park, , ,2024-05-06 00:00:00
1129,BC-2023-2023-R90857,BC, ,2023-R90857,Little Klappan River,57.358600000000003,-129.027800000000010,2023,6,22,2023-06-22 00:00:00,,2023-11-21 00:00:00,762.360000000000010,N,N,Fire,MOD, , ,Little Klappan River, , ,2024-05-06 00:00:00
1130,BC-2023-2023-VA2752,BC, ,2023-VA2752,LLTYSUKO LAKE,52.821300000000001,-126.197500000000010,2023,8,14,2023-08-14 00:00:00,,2023-11-10 00:00:00,330.000000000000000,N,N,Fire,MON, , ,Lltysuko Lake - MONITOR ONLY, , ,2024-05-06 00:00:00
1149,BC-2023-2023-R91162,BC, ,2023-R91162,LITTLE BLUE RIVER,59.642099999999999,-129.593799999999990,2023,7,6,2023-07-06 00:00:00,,2023-12-18 00:00:00,60064.120000000003000,N,N,Fire,MOD, , ,Little Blue River, , ,2024-05-06 00:00:00
1151,BC-2023-2023-VA1638,BC, ,2023-VA1638,CRAG CREEK,52.702199999999998,-126.498600000000000,2023,7,12,2023-07-12 00:00:00,,2023-11-10 00:00:00,3555.000000000000000,N,N,Fire,MON, , ,1.7 KM N of Craig Creek - MONITOR ONLY, , ,2024-05-06 00:00:00
1154,BC-2023-2023-VA1456,BC, ,2023-VA1456,TRUMPETER MOUNTAIN,52.284399999999998,-125.729400000000000,2023,7,8,2023-07-08 00:00:00,,2023-11-10 00:00:00,4616.399999999999600,N,N,Fire,MON, , ,1.5 KM NE of Lonesome Lake, , ,2024-05-06 00:00:00
1155,BC-2023-2023-VA1381,BC, ,2023-VA1381,OPPY LAKE,53.042499999999997,-126.330900000000000,2023,7,7,2023-07-07 00:00:00,,2023-11-10 00:00:00,40580.000000000000000,N,N,Fire,MON, , ,0.8 KM S Oppy Lake - MODIFIED RESPONSE, , ,2024-05-06 00:00:00
1160,BC-2023-2023-G92498,BC, ,2023-G92498,2023 Holdover Ekwan Tower,58.578600000000002,-120.937100000000000,2023,7,31,2023-07-31 00:00:00,,,275054.700000000010000,N,N,Fire,FUL, , ,5mi NE of Ekwan Tower, , ,2024-05-06 00:00:00
1176,BC-2023-2023-G83130,BC, ,2023-G83130,2023 Holdover G83130,58.220399999999998,-121.744400000000000,2023,9,2,2023-09-02 00:00:00,,,673.000000000000000,N,N,Fire, , , , , , ,2024-05-06 00:00:00
1190,BC-2023-2023-G60858,BC, ,2023-G60858,2023 Holdover G60858,57.632399999999997,-125.927200000000000,2023,6,23,2023-06-23 00:00:00,,,4638.000000000000000,N,N,Fire,FUL, , ,Fox River, , ,2024-05-06 00:00:00
1196,BC-2023-2023-G60603,BC, ,2023-G60603,2023 Holdover G60603,55.911999999999999,-123.134800000000000,2023,6,4,2023-06-04 00:00:00,,,363.880000000000000,N,N,Fire,MON, , ,Clearwater Creek, , ,2024-05-06 00:00:00
1200,BC-2023-2023-K71658,BC, ,2023-K71658, ,50.802000000000000,-122.528499999999990,2023,7,12,2023-07-12 00:00:00,,2023-09-29 00:00:00,241.000000000000000,N,N,Fire,MOD, , ,Tommy Creek, , ,2024-05-06 00:00:00
1208,BC-2023-2023-N52393,BC, ,2023-N52393,N52393,50.358199999999997,-117.614600000000000,2023,7,31,2023-07-31 00:00:00,,2023-09-27 00:00:00,868.000000000000000,N,N,Fire,MOD, , ,Henry Creek, , ,2024-05-06 00:00:00
1233,BC-2023-2023-G41149,BC, ,2023-G41149,Tsah Creek,54.212000000000003,-124.284300000000000,2023,7,1,2023-07-01 00:00:00,,2023-07-31 00:00:00,501.060000000000000,N,N,Fire,FUL, , ,Tsah Creek, , ,2024-05-06 00:00:00
