FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
159438,BC-2021-2021-C11805,BC, ,2021-C11805, ,53.118099999999998,-121.210500000000000,2021,7,11,2021-07-11 00:00:00,,,1758.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159442,BC-2021-2021-K41807,BC, ,2021-K41807, ,50.942599999999999,-118.457200000000000,2021,7,10,2021-07-10 00:00:00,,,498.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159444,BC-2021-2021-K61884,BC, ,2021-K61884, ,50.305799999999998,-120.026799999999990,2021,7,12,2021-07-12 00:00:00,,,83342.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159450,BC-2021-2021-C31295,BC, ,2021-C31295, ,52.312899999999999,-120.908900000000000,2021,6,30,2021-06-30 00:00:00,,,609.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159455,BC-2021-2021-G61381,BC, ,2021-G61381, ,56.786999999999999,-125.710800000000010,2021,7,2,2021-07-02 00:00:00,,,7770.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159496,BC-2021-2021-G11126,BC, ,2021-G11126, ,53.500500000000002,-123.974000000000000,2021,6,30,2021-06-30 00:00:00,,,1451.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159511,BC-2021-2021-K41656,BC, ,2021-K41656, ,51.038499999999999,-118.711900000000000,2021,7,9,2021-07-09 00:00:00,,,420.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159514,BC-2021-2021-G31653,BC, ,2021-G31653, ,53.001500000000000,-120.347300000000000,2021,5,16,2021-05-16 00:00:00,,,237.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159558,BC-2021-2021-K22007,BC, ,2021-K22007, ,51.476599999999998,-119.523799999999990,2021,7,1,2021-07-01 00:00:00,,,832.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159569,BC-2021-2021-K21849,BC, ,2021-K21849, ,50.662199999999999,-121.201800000000010,2021,7,7,2021-07-07 00:00:00,,,63547.699999999997000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159579,BC-2021-2021-N12620,BC, ,2021-N12620, ,49.186700000000002,-115.450800000000000,2021,8,15,2021-08-15 00:00:00,,,286.000000000000000,U,U,Fire, , , , , , ,2022-04-11 00:00:00
159600,BC-2021-2021-K71030,BC, ,2021-K71030, ,50.945599999999999,-121.917700000000000,2021,6,29,2021-06-29 00:00:00,,,44964.199999999997000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
159612,BC-2021-2021-N42094,BC, ,2021-N42094, ,51.272100000000002,-116.715100000000010,2021,7,20,2021-07-20 00:00:00,,,445.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159624,BC-2021-2021-G91588,BC, ,2021-G91588, ,58.823700000000002,-126.970500000000000,2021,7,5,2021-07-05 00:00:00,,,400.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159651,BC-2021-2021-G72511,BC, ,2021-G72511, ,54.504199999999997,-120.593500000000010,2021,8,8,2021-08-08 00:00:00,,,6500.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159722,BC-2021-2021-N51800,BC, ,2021-N51800, ,49.724499999999999,-118.047600000000000,2021,7,8,2021-07-08 00:00:00,,,22049.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159724,BC-2021-2021-K21809,BC, ,2021-K21809, ,51.621099999999998,-119.014300000000010,2021,7,4,2021-07-04 00:00:00,,,481.600000000000020,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159725,BC-2021-2021-N71813,BC, ,2021-N71813, ,50.476799999999997,-117.351600000000000,2021,7,5,2021-07-05 00:00:00,,,522.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159727,BC-2021-2021-N41814,BC, ,2021-N41814, ,51.841900000000003,-118.337999999999990,2021,7,10,2021-07-10 00:00:00,,,911.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159730,BC-2021-2021-G91020,BC, ,2021-G91020, ,57.795699999999997,-122.864700000000000,2021,6,28,2021-06-28 00:00:00,,,3470.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159732,BC-2021-2021-K60064,BC, ,2021-K60064, ,50.083399999999997,-120.515700000000000,2021,4,4,2021-04-04 00:00:00,,,839.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
159787,BC-2021-2021-K51845,BC, ,2021-K51845, ,49.168999999999997,-120.246700000000000,2021,7,8,2021-07-08 00:00:00,,,400.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159837,BC-2021-2021-K42140,BC, ,2021-K42140, ,50.572899999999997,-118.273900000000000,2021,7,21,2021-07-21 00:00:00,,,1122.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159838,BC-2021-2021-K42139,BC, ,2021-K42139, ,50.610300000000002,-118.254499999999990,2021,7,21,2021-07-21 00:00:00,,,462.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159851,BC-2021-2021-K21867,BC, ,2021-K21867, ,51.666699999999999,-120.405100000000000,2021,7,10,2021-07-10 00:00:00,,,395.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159856,BC-2021-2021-K61882,BC, ,2021-K61882, ,49.741999999999997,-121.104100000000000,2021,7,13,2021-07-13 00:00:00,,,19660.700000000001000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159860,BC-2021-2021-K21001,BC, ,2021-K21001, ,50.909599999999998,-120.812200000000000,2021,6,28,2021-06-28 00:00:00,,,95980.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
159948,BC-2021-2021-R21558,BC, ,2021-R21558, ,54.060400000000001,-126.948200000000000,2021,7,6,2021-07-06 00:00:00,,,200.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159978,BC-2021-2021-N51724,BC, ,2021-N51724, ,49.731600000000000,-117.286800000000000,2021,7,8,2021-07-08 00:00:00,,,2359.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
159982,BC-2021-2021-N42162,BC, ,2021-N42162, ,51.687899999999999,-117.818100000000000,2021,7,20,2021-07-20 00:00:00,,,210.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160005,BC-2021-2021-N42008,BC, ,2021-N42008, ,51.711799999999997,-118.582500000000000,2021,7,17,2021-07-17 00:00:00,,,300.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160009,BC-2021-2021-K42042,BC, ,2021-K42042, ,49.931500000000000,-118.637100000000000,2021,7,17,2021-07-17 00:00:00,,,5080.500000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160035,BC-2021-2021-K21644,BC, ,2021-K21644, ,50.864300000000000,-120.001900000000010,2021,7,8,2021-07-08 00:00:00,,,991.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160043,BC-2021-2021-N72278,BC, ,2021-N72278, ,50.337100000000000,-116.808100000000000,2021,7,11,2021-07-11 00:00:00,,,956.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160048,BC-2021-2021-C11179,BC, ,2021-C11179, ,52.645200000000003,-123.389900000000000,2021,6,29,2021-06-29 00:00:00,,,760.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160060,BC-2021-2021-G31934,BC, ,2021-G31934, ,52.685499999999998,-119.423100000000010,2021,7,13,2021-07-13 00:00:00,,,200.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160107,BC-2021-2021-K41676,BC, ,2021-K41676, ,51.159399999999998,-118.908000000000000,2021,7,8,2021-07-08 00:00:00,,,3355.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160114,BC-2021-2021-N12156,BC, ,2021-N12156, ,49.815800000000003,-116.510300000000000,2021,7,22,2021-07-22 00:00:00,,,312.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160127,BC-2021-2021-N11958,BC, ,2021-N11958, ,49.655600000000000,-115.429900000000000,2021,7,14,2021-07-14 00:00:00,,,540.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160178,BC-2021-2021-N41254,BC, ,2021-N41254, ,51.685800000000000,-118.569999999999990,2021,7,1,2021-07-01 00:00:00,,,430.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160183,BC-2021-2021-K62058,BC, ,2021-K62058, ,49.911200000000001,-121.225500000000000,2021,7,19,2021-07-19 00:00:00,,,244.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160184,BC-2021-2021-K52061,BC, ,2021-K52061, ,49.089199999999998,-119.486200000000000,2021,7,19,2021-07-19 00:00:00,,,19335.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160186,BC-2021-2021-K42078,BC, ,2021-K42078, ,50.795200000000001,-118.982800000000000,2021,7,20,2021-07-20 00:00:00,,,2499.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160203,BC-2021-2021-G61132,BC, ,2021-G61132, ,55.389200000000002,-124.584300000000000,2021,6,30,2021-06-30 00:00:00,,,8412.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160204,BC-2021-2021-G71138,BC, ,2021-G71138, ,54.943300000000001,-121.251499999999990,2021,6,30,2021-06-30 00:00:00,,,3380.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160205,BC-2021-2021-G71134,BC, ,2021-G71134, ,54.772500000000001,-121.241200000000010,2021,6,30,2021-06-30 00:00:00,,,258.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160209,BC-2021-2021-K62088,BC, ,2021-K62088, ,49.185800000000000,-120.674600000000000,2021,7,19,2021-07-19 00:00:00,,,14735.299999999999000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160220,BC-2021-2021-G51748,BC, ,2021-G51748, ,54.497300000000003,-125.008500000000000,2021,7,10,2021-07-10 00:00:00,,,310.800000000000010,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160252,BC-2021-2021-C11753,BC, ,2021-C11753, ,53.051099999999998,-121.051100000000010,2021,7,10,2021-07-10 00:00:00,,,395.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160256,BC-2021-2021-N11795,BC, ,2021-N11795, ,49.522900000000000,-116.625900000000000,2021,7,10,2021-07-10 00:00:00,,,1130.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160257,BC-2021-2021-N71793,BC, ,2021-N71793, ,50.169800000000002,-116.612600000000000,2021,7,8,2021-07-08 00:00:00,,,1075.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160259,BC-2021-2021-K51794,BC, ,2021-K51794, ,49.361600000000003,-119.534000000000010,2021,7,11,2021-07-11 00:00:00,,,10597.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160263,BC-2021-2021-G81007,BC, ,2021-G81007, ,57.142800000000001,-121.864999999999990,2021,6,28,2021-06-28 00:00:00,,,3359.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160273,BC-2021-2021-R91496,BC, ,2021-R91496, ,57.866799999999998,-129.293100000000010,2021,7,5,2021-07-05 00:00:00,,,7493.800000000000200,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160278,BC-2021-2021-C31056,BC, ,2021-C31056, ,52.268500000000003,-120.895500000000000,2021,6,27,2021-06-27 00:00:00,,,1834.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160281,BC-2021-2021-C51355,BC, ,2021-C51355, ,52.486199999999997,-125.674499999999990,2021,7,3,2021-07-03 00:00:00,,,1533.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160288,BC-2021-2021-C41866,BC, ,2021-C41866, ,51.234800000000000,-121.434500000000000,2021,7,12,2021-07-12 00:00:00,,,454.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160309,BC-2021-2021-C21250,BC, ,2021-C21250, ,51.430000000000000,-122.237100000000000,2021,6,2,2021-06-02 00:00:00,,,12040.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160314,BC-2021-2021-C41515,BC, ,2021-C41515, ,51.705599999999997,-120.781400000000000,2021,7,5,2021-07-05 00:00:00,,,330.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160317,BC-2021-2021-VA1545,BC, ,2021-VA1545, ,52.211500000000001,-126.031100000000000,2021,7,5,2021-07-05 00:00:00,,,297.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160330,BC-2021-2021-K51041,BC, ,2021-K51041, ,49.920499999999997,-118.908900000000000,2021,6,29,2021-06-29 00:00:00,,,1140.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160333,BC-2021-2021-N71875,BC, ,2021-N71875, ,50.700099999999999,-117.243900000000000,2021,7,4,2021-07-04 00:00:00,,,248.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160349,BC-2021-2021-N51317,BC, ,2021-N51317, ,49.666200000000003,-118.110000000000000,2021,7,2,2021-07-02 00:00:00,,,500.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160351,BC-2021-2021-G61316,BC, ,2021-G61316, ,56.289299999999997,-125.502000000000000,2021,6,30,2021-06-30 00:00:00,,,16314.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160359,BC-2021-2021-C41602,BC, ,2021-C41602, ,51.493699999999997,-121.617000000000000,2021,7,8,2021-07-08 00:00:00,,,73862.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160362,BC-2021-2021-C51606,BC, ,2021-C51606, ,52.712800000000001,-125.643700000000000,2021,7,8,2021-07-08 00:00:00,,,924.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160371,BC-2021-2021-N41221,BC, ,2021-N41221, ,51.588099999999997,-117.543800000000000,2021,7,1,2021-07-01 00:00:00,,,457.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160393,BC-2021-2021-C41395,BC, ,2021-C41395, ,51.917900000000003,-120.896700000000000,2021,7,4,2021-07-04 00:00:00,,,1600.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160409,BC-2021-2021-K41651,BC, ,2021-K41651, ,50.515900000000002,-118.470000000000000,2021,7,8,2021-07-08 00:00:00,,,1265.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160416,BC-2021-2021-K41384,BC, ,2021-K41384, ,50.603299999999997,-118.572200000000000,2021,7,3,2021-07-03 00:00:00,,,623.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160432,BC-2021-2021-K60230,BC, ,2021-K60230, ,50.104599999999998,-120.260000000000010,2021,4,15,2021-04-15 00:00:00,,,500.000000000000000,H,H,Fire, , , , , , ,2022-04-11 00:00:00
160446,BC-2021-2021-K21658,BC, ,2021-K21658, ,51.348500000000001,-119.393300000000000,2021,7,8,2021-07-08 00:00:00,,,16534.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160452,BC-2021-2021-V11669,BC, ,2021-V11669, ,50.049500000000002,-121.452699999999990,2021,7,8,2021-07-08 00:00:00,,,5097.899999999999600,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160458,BC-2021-2021-N61687,BC, ,2021-N61687, ,49.335000000000001,-118.354500000000000,2021,7,8,2021-07-08 00:00:00,,,7431.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160470,BC-2021-2021-R11562,BC, ,2021-R11562, ,53.506300000000003,-126.131500000000000,2021,7,6,2021-07-06 00:00:00,,,20750.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160484,BC-2021-2021-K22068,BC, ,2021-K22068, ,51.673999999999999,-119.761700000000000,2021,7,16,2021-07-16 00:00:00,,,582.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160495,BC-2021-2021-N71686,BC, ,2021-N71686, ,49.461599999999997,-116.676400000000000,2021,7,7,2021-07-07 00:00:00,,,3795.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160509,BC-2021-2021-N11629,BC, ,2021-N11629, ,49.746000000000002,-115.627799999999990,2021,7,8,2021-07-08 00:00:00,,,2990.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160518,BC-2021-2021-N71743,BC, ,2021-N71743, ,49.360500000000002,-116.291500000000000,2021,7,7,2021-07-07 00:00:00,,,910.000000000000000,N,N,Fire, , , , , , ,2022-04-11 00:00:00
160808,AB-1984-DF3-002-84,AB, ,DF3-002-84,DF3002,58.806800000000003,-118.791500000000000,1984,4,12,1984-04-12 00:00:00,,1984-04-15 00:00:00,9876.600000000000400,H,H,Surface, , , , , , ,2020-06-01 00:00:00
160809,AB-1984-DF3-003-84,AB, ,DF3-003-84,DF3003,58.701400000000000,-118.988699999999990,1984,4,14,1984-04-14 00:00:00,,1984-04-15 00:00:00,1501.000000000000000,H,H,Surface, , , , , , ,2020-06-01 00:00:00
160920,AB-1984-DF1-045-84,AB, ,DF1-045-84,DF1045,58.925400000000003,-114.289400000000000,1984,7,26,1984-07-26 00:00:00,,1984-07-26 00:00:00,10233.900000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160922,AB-1984-DF1-051-84,AB, ,DF1-051-84,DF1051,58.767200000000003,-114.933700000000000,1984,7,27,1984-07-27 00:00:00,,1984-07-27 00:00:00,309.100000000000020,N,N,Surface, , , , , , ,2020-06-01 00:00:00
160975,AB-1984-DF1-032-84,AB, ,DF1-032-84,DF1032,58.832599999999999,-115.004000000000000,1984,6,13,1984-06-13 00:00:00,,1984-06-15 00:00:00,246.699999999999990,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160980,AB-1984-DF1-044-84,AB, ,DF1-044-84,DF1044,59.317900000000002,-115.013900000000010,1984,7,25,1984-07-25 00:00:00,,1984-07-26 00:00:00,5812.000000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160981,AB-1984-DF1-046-84,AB, ,DF1-046-84,DF1046,59.259700000000002,-115.458800000000000,1984,7,27,1984-07-27 00:00:00,,1984-07-27 00:00:00,800.000000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160983,AB-1984-DF1-048-84,AB, ,DF1-048-84,DF1048,59.375999999999998,-114.352800000000000,1984,7,27,1984-07-27 00:00:00,,1984-07-27 00:00:00,12264.100000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160987,AB-1984-DF1-054-84,AB, ,DF1-054-84,DF1054,59.405099999999997,-114.669000000000000,1984,7,27,1984-07-27 00:00:00,,1984-07-27 00:00:00,13799.600000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160993,AB-1984-DF1-072-84,AB, ,DF1-072-84,DF1072,58.809100000000001,-114.993500000000000,1984,8,3,1984-08-03 00:00:00,,1984-08-03 00:00:00,470.699999999999990,N,N,Crown, , , , , , ,2020-06-01 00:00:00
160995,AB-1984-DF1-074-84,AB, ,DF1-074-84,DF1074,59.027099999999997,-114.832900000000000,1984,8,3,1984-08-03 00:00:00,,1984-08-03 00:00:00,753.200000000000050,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161020,AB-1985-DF1-040-85,AB, ,DF1-040-85,DF1040,58.998100000000001,-115.316599999999990,1985,6,30,1985-06-30 00:00:00,,1985-06-30 00:00:00,5008.899999999999600,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161023,AB-1985-DF1-043-85,AB, ,DF1-043-85,DF1043,58.925400000000003,-116.105900000000010,1985,6,30,1985-06-30 00:00:00,,1985-06-30 00:00:00,420.100000000000020,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161063,AB-1984-DF1-004-84,AB, ,DF1-004-84,DF1004,58.461900000000000,-114.394600000000000,1984,4,15,1984-04-15 00:00:00,,1984-04-16 00:00:00,617.600000000000020,H,H,Surface, , , , , , ,2020-06-01 00:00:00
161092,AB-1984-DF1-007-84,AB, ,DF1-007-84,DF1007,58.491000000000000,-115.077699999999990,1984,4,15,1984-04-15 00:00:00,,1984-04-16 00:00:00,592.200000000000050,H,H,Surface, , , , , , ,2020-06-01 00:00:00
161108,AB-1984-DF2-037-84,AB, ,DF2-037-84,DF2037,58.867199999999997,-116.190400000000000,1984,8,1,1984-08-01 00:00:00,,1984-08-01 00:00:00,334.500000000000000,N,N,Surface, , , , , , ,2020-06-01 00:00:00
161134,AB-1985-DF1-046-85,AB, ,DF1-046-85,DF1046,58.104399999999998,-116.271900000000000,1985,7,1,1985-07-01 00:00:00,,1985-07-01 00:00:00,2462.500000000000000,H,H,Crown, , , , , , ,2020-06-01 00:00:00
161434,AB-1986-DA2-002-86,AB, ,DA2-002-86,DA2002,57.217100000000002,-112.883600000000000,1986,6,8,1986-06-08 00:00:00,,1986-06-08 00:00:00,210.900000000000010,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161513,AB-1985-DP1-024-85,AB, ,DP1-024-85,DP1024,56.851700000000001,-116.596000000000000,1985,7,5,1985-07-05 00:00:00,,1985-07-05 00:00:00,4757.899999999999600,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161532,AB-1984-DA2-015-84,AB, ,DA2-015-84,DA2015,57.175199999999997,-110.236300000000000,1984,6,14,1984-06-14 00:00:00,,1984-06-14 00:00:00,203.000000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161541,AB-1984-DA2-032-84,AB, ,DA2-032-84,DA2032,57.253399999999999,-110.336800000000000,1984,7,27,1984-07-27 00:00:00,,1984-07-27 00:00:00,8868.100000000000400,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161609,AB-1985-DP2-013-85,AB, ,DP2-013-85,DP2013,56.747000000000000,-119.165499999999990,1985,7,5,1985-07-05 00:00:00,,1985-07-05 00:00:00,1326.000000000000000,N,N,Crown, , , , , , ,2020-06-01 00:00:00
161896,AB-1984-DS6-005-84,AB, ,DS6-005-84,DS6005,56.106299999999997,-114.317500000000000,1984,6,13,1984-06-13 00:00:00,,1984-06-13 00:00:00,212.400000000000010,N,N,Crown, , , , , , ,2020-06-01 00:00:00
162126,AB-1983-DS4-001-83,AB, ,DS4-001-83,DS4001,55.414200000000001,-116.084000000000000,1983,4,16,1983-04-16 00:00:00,,1983-04-17 00:00:00,735.600000000000020,H,H,Surface, , , , , , ,2020-06-01 00:00:00
162146,AB-1984-DS2-003-84,AB, ,DS2-003-84,DS2003,55.304800000000000,-114.853600000000000,1984,4,15,1984-04-15 00:00:00,,1984-04-15 00:00:00,291.699999999999990,H,H,Surface, , , , , , ,2020-06-01 00:00:00
162160,AB-1983-DS4-005-84,AB, ,DS4-005-84,DS4005,55.181399999999996,-116.455699999999990,1983,12,31,1983-12-31 00:00:00,,1984-04-15 00:00:00,200.699999999999990,H,H,Surface, , , , ,chk year, ,2020-06-01 00:00:00
162423,AB-1985-DP1-006-85,AB, ,DP1-006-85,DP1006,56.175400000000003,-117.389399999999990,1985,5,16,1985-05-16 00:00:00,,1985-05-16 00:00:00,560.000000000000000,H,H,Surface, , , , , , ,2020-06-01 00:00:00
162599,AB-1983-DL9-003-83,AB, ,DL9-003-83,DL9003,54.989400000000003,-111.024900000000000,1983,6,16,1983-06-16 00:00:00,,1983-06-16 00:00:00,298.100000000000020,H,H,Crown, , , , , , ,2020-06-01 00:00:00
162692,AB-1986-DS6-006-86,AB, ,DS6-006-86,DS6006,55.655400000000000,-113.850300000000000,1986,5,20,1986-05-20 00:00:00,,1986-05-26 00:00:00,475.199999999999990,N,N,Crown, , , , , , ,2020-06-01 00:00:00
162969,AB-1986-DS3-012-86,AB, ,DS3-012-86,DS3012,55.086700000000000,-115.748700000000000,1986,6,7,1986-06-07 00:00:00,,1986-06-09 00:00:00,246.699999999999990,N,N,Crown, , , , , , ,2020-06-01 00:00:00
163001,AB-1984-DL4-002-84,AB, ,DL4-002-84,DL4002,55.072899999999997,-112.861400000000000,1984,4,15,1984-04-15 00:00:00,,1984-04-15 00:00:00,235.699999999999990,H,H,Surface, , , , , , ,2020-06-01 00:00:00
163043,AB-1983-DW4-009-83,AB, ,DW4-009-83,DW4009,54.699399999999997,-115.402900000000000,1983,5,31,1983-05-31 00:00:00,,1983-05-31 00:00:00,945.100000000000020,H,H,Crown, , , , , , ,2020-06-01 00:00:00
163336,AB-1984-DL1-002-84,AB, ,DL1-002-84,DL1002,54.482100000000003,-110.250400000000000,1984,5,4,1984-05-04 00:00:00,,1984-05-04 00:00:00,200.000000000000000,H,H,Surface, , , , , , ,2020-06-01 00:00:00
163583,AB-1987-DE4-008-87,AB, ,DE4-008-87,DE4008,53.648200000000003,-116.214900000000000,1987,4,27,1987-04-27 00:00:00,,1987-04-27 00:00:00,353.800000000000010,H,H,Surface, , , , , , ,2020-06-01 00:00:00
164146,AB-1990-DA3-008-90,AB, ,DA3-008-90,DA3008,59.203200000000002,-110.456500000000010,1990,6,25,1990-06-25 00:00:00,,1990-07-10 00:00:00,557.600000000000020,N,N,Crown, , , , , , ,2020-06-01 00:00:00
164472,AB-1991-DF3-001-91,AB, ,DF3-001-91,DF3001,58.868600000000001,-118.777300000000000,1991,4,19,1991-04-19 00:00:00,,1991-04-20 00:00:00,433.100000000000020,H,H,Surface, , , , , , ,2020-06-01 00:00:00
164505,AB-1990-DF1-018-90,AB, ,DF1-018-90,DF1018,58.774500000000003,-115.651799999999990,1990,6,23,1990-06-23 00:00:00,,1990-07-03 00:00:00,816.600000000000020,N,N,Crown, , , , , , ,2020-06-01 00:00:00
164508,AB-1990-DF1-064-90,AB, ,DF1-064-90,DF1064,58.836300000000001,-115.743200000000000,1990,7,31,1990-07-31 00:00:00,,1990-08-12 00:00:00,422.100000000000020,N,N,Crown, , , , , , ,2020-06-01 00:00:00
164640,AB-1990-DF1-004-90,AB, ,DF1-004-90,DF1004,58.432899999999997,-115.753900000000000,1990,5,13,1990-05-13 00:00:00,,1990-05-17 00:00:00,200.000000000000000,H,H,Surface, , , , , , ,2020-06-01 00:00:00
164724,AB-1990-DF3-063-90,AB, ,DF3-063-90,DF3063,58.348900000000000,-119.787600000000000,1990,9,17,1990-09-17 00:00:00,,1990-12-31 00:00:00,932.799999999999950,H,H,Surface, , , , , , ,2020-06-01 00:00:00
164790,AB-1987-DS5-003-87,AB, ,DS5-003-87,DS5003,57.128200000000000,-115.057500000000000,1987,5,7,1987-05-07 00:00:00,,1987-05-07 00:00:00,1264.200000000000000,H,H,Crown, , , , , , ,2020-06-01 00:00:00
164994,AB-1990-DP3-036-90,AB, ,DP3-036-90,DP3036,57.437100000000001,-119.241800000000000,1990,9,23,1990-09-23 00:00:00,,1990-10-15 00:00:00,496.000000000000000,U,U,Surface, , , , , , ,2020-06-01 00:00:00
165082,AB-1990-DP1-012-90,AB, ,DP1-012-90,DP1012,56.662599999999998,-116.217299999999990,1990,7,12,1990-07-12 00:00:00,,1990-08-01 00:00:00,1033.900000000000100,N,N,Surface, , , , , , ,2020-06-01 00:00:00
165089,AB-1990-DP1-034-90,AB, ,DP1-034-90,DP1034,56.902900000000002,-116.586699999999990,1990,9,24,1990-09-24 00:00:00,,1990-10-05 00:00:00,304.899999999999980,U,U,Crown, , , , , , ,2020-06-01 00:00:00
